Word,Frequency
porcine,1
concentrationil,1
valuecomplement,1
parameterscomplement,1
valuesinflammatory,1
concentrationsinflammatory,1
valuesconcentration,1
activationmarkers,1
conjunctivitis,1
scl,3
ptsdpittsburgh,1
psqithe,2
formsf,1
percutaneous,1
tracheostomy,4
leveltorax,1
xrayhospitalizationdays,1
respirationmortality,1
numberschanges,2
numberchanges,2
expressionchanges,2
velocitychanges,1
cardioankle,1
cavichanges,1
expenditurechanges,1
bone,15
dxachanges,3
fitnesschanges,1
oxidation,1
strengthchanges,1
axial,1
accelerometerbased,2
monitorschanges,1
inflammationchanges,1
stresschanges,2
profileschanges,2
kinasechanges,1
troponins,3
parameterschanges,7
functionchanges,2
switchingchanges,1
lifechanges,1
symptomologychanges,2
distresschanges,3
satisfactionchanges,1
resiliencechanges,3
scaletracking,1
variety,2
feel,3
engage,6
inchanges,1
infectionhospitalizationsoxygen,1
supplementationuse,1
daysvirologic,2
diagnosissuspected,1
tassessment,4
effusion,3
profilevirological,1
serologyimmunological,1
cytokineimmunological,1
inflammationbiochemical,1
asatalatbiochemical,1
ldhbiochemical,1
lactatebiochemical,1
troponinbiochemical,1
ferritinbiochemical,1
ragebiochemical,1
suparhaematological,1
leukocyteshaematological,1
cellshaematological,1
hemoglobinhaematological,2
hematocrithaematological,1
volumehaematological,1
haemoglobinhaematological,1
polynuclear,3
neutrophilhaematological,1
eosinophilshaematological,1
basophilshaematological,1
lymphocyteshaematological,1
monocyteshaematological,1
plateletshaematological,1
timehaematological,1
fibrinogenhaematological,1
vsarscov,1
loadcomparison,2
sequencesmicrobiota,1
analysisenvironmental,1
epiceenvironmental,1
factorsenvironmental,1
sfenvironmental,1
activitybody,1
weightoxygen,1
ratecardiac,2
frequencylung,1
damagelung,1
evolutionblood,1
pressurebody,3
exam,14
skinclinical,1
polypneadenutritionantibiotic,1
treatmentsteroidal,1
treatmentantidiabetic,1
treatmentgastric,1
protector,1
treatmentchillsmyalgiaanorexiarhinitisconfusionastheniafalls,1
homeinsomniaanginaageusiarespiratory,1
complaintstransmission,1
rateprolonged,1
hourspercentage,2
deliveryrespiratory,1
hoursaverage,1
oxygenrespiratory,1
syndromepercentage,2
spectct,18
healthyshortterm,3
perfusion,17
mismatch,6
healthylongterm,3
asthmaticshortterm,2
asthmaticlongterm,3
asthmaticlongitudinal,3
healthylongitudinal,3
asthmaticcorrelation,1
sgrq,3
recoverycorrelation,7
systemdaily,1
visitsdaily,1
boarding,1
timeoutcome,1
oxygenationemergency,1
utilizationmaximum,1
severityclinical,2
recoverylaboratory,1
subsidy,1
severitynumber,4
aesintensity,1
saesintensity,3
aesiintensity,1
aesinumber,4
saenumber,5
symptomsburden,1
proteinnumber,2
virusphase,1
aephase,2
covidmarkers,1
systemmarkers,1
rasmarkers,1
haemolysisinflammationmarkers,2
sepsismarkers,1
kidneymarkers,1
systemmarker,1
icumortalitycomplications,1
pulsed,1
sponumber,2
repetition,1
perioddays,2
axillary,2
tympanic,5
dischargeproportion,2
sudy,1
perforation,2
uln,3
testingchange,3
carehealth,1
fitnessquality,1
toolclinical,1
familiarity,1
groupslower,1
scoremechanical,1
supportclearance,1
noval,1
coronavirusallcause,1
administrationtime,4
till,2
rowpatient,2
hospitalizationpatient,3
staypatient,2
hospitalizationpresence,1
outcomepatient,2
emo,2
sp,6
baselineaverage,7
rr,8
minpatient,1
reaches,1
cpatient,1
valueaverage,1
datapatient,1
nighttime,4
scalepatient,6
congestion,11
distressthe,1
disruptions,1
benefits,4
hrqolresiliency,1
factorsgroup,1
trialshealthrelated,1
hrqolgeneral,1
qolsleep,1
disturbancesdepressionchanges,1
anxietyperceived,1
availability,4
supportelements,1
mindfulnessnonjudgmental,1
sensations,1
eatingthe,1
compassion,4
themselves,1
difficult,2
circumstances,1
emotionsphysical,1
activityintrusive,1
ruminate,1
stressorsbasic,1
fruitvegetable,1
intakeusual,1
fatengagement,1
mindbody,1
learned,1
invasivedeathlength,1
ventilationsofa,1
scoreheart,1
raterespiratory,5
ratespofio,1
ratiocrp,1
levelldh,1
levelddimere,1
levelplatelet,1
deathmajor,3
bleedingnumber,3
frozen,3
concentrate,3
cryoprecipitate,2
concentraterenal,1
supportfree,2
thromboembolismnumber,4
thrombocytopeniachanges,1
rare,8
ncats,1
rdcrn,1
timeto,1
characterized,2
compromise,1
hyperreactivity,1
ttcrall,2
mortalityfrequency,5
timetodeath,1
causesthe,1
mvthe,1
tractnumber,1
healthcareassociated,1
ventilationmeasure,1
therapylengths,1
icustaylengths,1
hospitalstaynumber,1
hypoxemiaproportion,1
intubationoverall,1
clearances,1
typesevaluation,1
dayschemokine,1
kineticscytokine,2
kineticscomplement,1
kineticspaofio,1
crpxnr,1
changeclinical,2
definitionpcr,1
loadct,1
indexldh,1
profilinginnate,1
profilingexpansion,1
virusspecific,5
master,1
dosefindingphase,1
imaster,1
evaluationphase,2
amaster,1
bcst,1
ascending,11
eidd,16
recommend,4
iicst,1
deathmaster,1
eventsmaster,1
improvementmaster,1
scalemaster,1
spofiomaster,1
dischargemaster,1
icumaster,1
wccmaster,1
hgmaster,1
plateletsmaster,1
creatininemaster,1
altmaster,1
mortalitymaster,1
daysmaster,2
usemaster,1
newsqsofamaster,1
translational,2
loadmaster,1
sarscovcst,1
covidcst,1
controlcst,1
fluprocst,1
scalecst,1
newscst,1
mortalitycst,1
defects,1
epitheliumbiological,1
diseaseepidemiological,1
characteristicsolfactory,1
clearancestatus,1
studyspecific,5
newscharacterize,1
cmaxcharacterized,1
cmincharacterized,1
misuse,1
questionnairerevalidation,1
reintegrationdepression,1
anxietypost,1
statuscomparaison,1
staycomparaison,1
severitycomparaison,1
osteoporosis,1
coffeecomparaison,1
diseaseadverse,1
daysadmission,4
iculaboratory,1
daysreadmission,1
rebound,1
monthshormonal,1
monthsserological,1
tlyphocytes,1
discriminationcalibrationnet,1
astheniaclinical,1
dyspneaclinical,2
disordersclinical,2
classificationincidence,1
prevalent,1
onsetcovid,1
factorsincidence,1
rsa,1
cohortaffectivemood,1
cohortcognitive,1
cohortsdaily,1
cohortsinstrumental,1
cohortsresidual,1
cohortincidence,1
vtefatal,1
encompassing,1
infarctionallcause,1
deathprevalence,1
factorslength,1
hospitalizationprevalent,1
thromboprophylaxisinhospital,1
gmlinhospital,1
paofiogeneral,1
proteinadmission,1
ventilationdeathcomposite,1
significative,1
creatininenumber,1
dialysisnumber,1
vasopressorschange,1
markerspercent,1
diaphragmmovement,1
diaphragmquantitative,1
diaphragmcorrelation,1
pressurecorrelation,2
disposition,5
treatmentoxygenationil,1
levelschest,1
resultsbresciacovid,1
scalesmartcop,1
scorepsi,1
scorecrp,1
illnessduration,1
hospitalisationproportion,4
rtpcrcreactive,1
reductionincidence,1
lymphopeniadirect,1
reductionside,1
microarray,1
assaydetermination,1
nasopharunx,1
analysisdetermination,1
productiondetermination,1
cytometryrelation,1
airtime,4
axilla,3
tympanicchanges,1
vchanges,10
leves,8
causeorgan,1
failurechanges,1
blilirrubin,1
postural,6
maneuver,6
aerationeffects,1
ventilationeffects,1
exchangeeffects,1
mechanicseffects,1
hemodynamicfeasibility,1
loaddeath,1
supplementationprevalence,1
eventsresidual,1
lopinavir,1
telmisartan,1
atorvastatinevolution,1
tcd,1
navememory,1
lymphocytesevolution,1
vegf,6
receptorvecadherin,1
pecamcd,1
angiopoietinproportion,1
failureadverse,2
hospitalizationsystemic,1
inflammationoverall,1
rheumatismsclinical,1
repercussion,1
deathspercentage,2
admissionspercentage,1
admissionsdisease,1
symptomsage,1
ventilationventilator,5
daysgrade,2
clearancechange,2
going,3
moderately,2
stayclinically,2
denver,1
ddst,1
recoverychanges,1
imagingclinical,1
recoverypercentages,1
pandemiareport,1
pandemiadescribe,1
pandemia,1
hacor,1
efficacyhacor,1
addaptation,1
symptomscontact,1
historytravel,1
historyfeverheadachesoar,1
throatrunny,1
nosecoughshortness,1
breathnauseavomitingmuscle,1
painjoint,1
paindiarrhoeaotherhospitalisation,1
historycomorbid,1
eventsefficacy,2
stayefficacy,1
baricitinib,2
parametersicu,1
ratedischarge,1
endpointpercentage,1
clearancepercentage,1
deteriorationincidence,1
eventslength,6
esophageal,3
gastric,2
neoadjuvant,1
palliative,3
chemo,1
metastatic,3
unable,2
performer,1
adjuvant,6
baselinenew,1
monthsnew,4
monthsbest,5
fidelity,9
baselinebest,1
mmhgchanges,1
scvo,1
ferritinabsolute,1
swap,3
serumconcentration,1
antibodyrate,1
responsethe,1
weightred,1
weightplasma,1
weighttransudation,1
tracerincidence,1
safetyallcause,1
safetysarscov,1
typestime,1
hospitalantidrug,1
antibodiescytokine,1
coviguard,4
feverviral,3
timepf,3
timepulmonary,3
psiimage,3
timeproportion,5
pneumoniatlymphocyte,3
timeinterleukin,5
timesoluble,6
stnfrii,3
timeplasminogen,3
pai,3
timevon,3
vwf,4
timetumor,3
glycation,3
srage,4
timesurfactant,3
proteind,4
spd,3
timeangiopoietin,2
onlyviral,1
samplingincidence,1
visitsincidence,1
causedeathincidence,1
samplessarscov,1
eventsassessment,3
adgassessment,5
adgincidence,1
adg,1
sequelaerisk,1
sequelaequality,1
impactincidence,1
reinfectionbiorepository,1
whoclinical,2
examinationpain,1
scaleallergic,1
severelaboratory,1
leucocyte,4
countlaboratory,6
scalelaboratory,1
ddimerlaboratory,1
tnfalphalaboratory,1
valuelaboratory,1
illaboratory,1
procalcitoninchest,1
radiology,1
infiltrate,1
microbiotaanalysis,1
faecal,2
swabanalysis,1
liquidserum,1
changesinflammatory,1
changesmortalitymechanical,1
subjectspercentage,1
proteinhumoral,1
nantibodies,1
enrollmentrates,1
hospitalizationwho,1
enrollmenthospital,1
hospitalizationrates,2
discontinuationrates,1
seroprevalenceagreement,1
questionnairepositive,1
arrhythmiaelevation,1
ntprobnpleft,1
loadrates,1
assessmentsviral,1
supplementationfrequency,2
freedom,2
samplesrate,1
populationpositive,1
corona,7
azithromycinresistant,1
statusventilatorfree,1
daysorgan,4
improvementpoint,1
dayspoint,1
daformechanical,1
ventilationpaofio,3
ratiohospital,2
staylactate,1
dehydrogenasetroponin,1
proteinddimersfibrinogenprothrombin,1
ptactivated,1
aptttumor,1
tnfalfainterleukin,1
ilrtpcrsequential,1
scorenational,1
surgerydiagnosis,1
sfchanges,3
catchanges,1
generalised,4
gadchanges,3
phqchanges,4
questionnairechanges,7
ratings,15
breathlessnesschanges,1
sfd,1
sixdimension,2
noni,4
shorten,2
infectivityto,1
feasibilityrecourse,1
utilizationsafety,1
eventsearly,1
cdceffect,1
mriprevalence,2
acutechronic,1
testsvo,1
testingprevalence,1
predictedquality,1
scoreprevalence,2
mocaminute,1
distanceseverity,1
scoreassociation,1
countcorrelation,1
vpaofio,1
mmhg,11
ardspercentage,1
weaned,1
monthspercentage,1
fibrinogenddimers,1
ferritinvariation,1
stormpercentage,1
exhausted,1
proliferationpercentage,1
activationchange,1
antiifn,3
questionnairephysiologic,1
assessmentsurgical,1
modificationtolerability,1
hcqtolerability,1
hospitalizedtime,2
pcrduration,2
hospitalisationall,1
carelength,3
bleedingthrombosismortalityworseninglos,1
rhdnase,1
nonventilated,7
enrolmentenrolment,1
rateeligible,1
ratecompleteness,1
deliverycompleteness,1
procedurescompleteness,1
collectionhypoxia,1
ratesupplemental,1
typeprogression,1
ventilationradiological,1
progressionrenal,1
raterenal,1
extentsecondary,1
markerssafety,1
impsafety,3
abnormalitiesfeasibility,1
deviationsexploratory,1
recoveryexploratory,1
efficacyexploratory,1
blandaltman,1
bias,1
limits,1
loa,1
instruments,1
deteriorationrate,2
eventssurvivalviral,1
unitincidence,2
cannuladuration,1
ecmoincidence,1
ecmodaily,1
spofiotime,2
rehospitalizationproportion,1
icuoxygen,1
bloodpotassium,1
bloodglucose,1
ureum,1
bloodoxygen,1
haematocrit,2
prothrombine,2
bloodwhite,1
bloodpt,1
secfibrinogen,1
glddimers,2
ulalt,1
ullactate,1
ultroponin,1
nglcrp,1
mglferritin,1
mglin,1
bloodprevalence,1
comorbiditiesprevalence,1
admissionprevalence,1
stayevaluation,1
dropout,2
ratekatz,1
pcrmedian,1
loadfever,2
progressionseroconversion,2
eventslevels,3
igafrequency,2
cellsfrequency,2
cellsresults,2
plex,2
vaccineenhanced,3
deathssafety,1
labsneutralizing,1
responsespecific,3
cmi,16
rem,1
hungary,1
conditionally,1
approved,2
emathe,1
eventproportion,1
diagnosiscovid,1
severityadverse,1
therapiesoutcome,1
typesidentification,1
factorsnumber,1
hospitalizationmonitoring,1
ratemonitoring,1
levelsmonitoring,1
seroconversions,1
workerspercentage,2
higherpercentage,1
performances,8
withdrawalsymptom,1
pointscovid,1
entryekg,1
fim,5
admissionfunctional,1
hospitalizationfunctional,1
dischargeweight,1
admissionweight,1
dischargeageestimated,1
covidestimated,1
unitlength,5
centerslength,1
ventilationpresence,1
ulcersrisk,1
bedsorejoint,1
limitationdominant,1
sidepresence,1
psychic,1
disordersmuscle,1
admissionmuscle,1
dischargedyspnea,1
admissiondyspnea,1
dischargefunctional,1
capacitydestination,1
dischargeoxygen,1
admissionoxygen,2
dischargepresence,1
hoffman,1
signspresence,1
babinski,1
signssexneurological,1
admissionneurological,1
allosure,1
ddcfdna,1
guide,2
immuneoptimization,1
iesrgeneralised,1
phqinsomnia,1
isidemographic,1
datahospitalization,1
durationicu,2
staymedical,1
historyalcohol,1
consumptiontobacco,1
hospitalizationeqdlkccq,1
levelsclinical,1
survivalproportion,1
gambling,7
pandemicstypologies,2
gamblers,3
rg,2
tools,3
pandemicsgambling,1
maceassessment,1
iccu,1
ventilatorassessment,1
transient,2
tiaall,1
sat,10
tss,2
timecovid,1
dssseroconversion,1
deliverypregnancy,1
losspregnancy,1
outcomevertical,1
transmissionpotential,1
intercellular,3
adhesion,4
eventsassociation,2
willebrandt,1
viscoelastic,1
dysautonomia,2
mathematical,1
autonomic,5
holterecg,1
dysautonomiato,1
infectionsick,1
leave,5
sarscovdays,2
quarantinequarantine,2
imposed,8
positiveprofessional,1
categoryfeverincidence,1
admissionsdays,2
antibodiestypes,1
detectedlevels,1
therapycomplications,1
ventilationmortalitytime,2
panig,2
antisrbdimmunological,1
antinucleocapsid,12
responseimmunological,1
sarscovbinding,1
antibodiesnumber,6
bodduration,1
rct,1
feasibilitytime,1
randomisedtime,1
randomisedpatient,1
missing,4
routinely,2
dataproportion,1
outcomessarscovspecific,1
antibodiessarscovspecific,1
temperaturevital,2
ratevital,4
pressurevital,2
antibodiespercentage,4
vestibulum,2
nasi,2
posterior,4
wall,8
nasopharynxlength,1
latency,4
electrophysiological,1
responsedelay,1
contractiondelay,1
periodinhibition,1
curenumber,1
interestcovid,1
distressdifferences,1
patientscoping,1
ratingstime,1
hospitalizationstotal,1
requirementproportion,4
requirementsproportion,1
testcumulative,1
aesdiscontinuation,1
ademean,1
sctaincidence,1
scta,2
hadssf,1
thought,9
measureproportion,1
hospitalisationallcause,1
morbimortality,2
mother,2
postpartumnumber,1
mothersevere,1
scaleabsolute,4
temperaturepercentage,3
temperaturenumber,1
ardslength,4
ncovthe,2
outcomesduration,1
carenumber,3
extrapulmonary,2
hemophagocytosis,1
alnumber,1
sensitivitytest,1
antithrombolytic,1
scaledays,2
unitcritical,1
icuccu,3
causechanges,1
variableschange,1
effectslaboratory,1
randomisationduration,1
daysdeathtime,1
randomisation,4
detoriation,1
deteriorationtime,6
imvdays,1
supplytime,1
supplyproportion,1
supplyhospitalfreedayssarscov,1
statusadverse,2
teaes,27
infusional,4
teaesteaessaesdose,1
modificationstime,1
recoverychange,5
parameterschange,5
sputumclinical,1
saturationgeneral,2
levelgeneral,7
phgeneral,1
cogeneral,1
pressuregeneral,1
hcogeneral,1
crpgeneral,1
sgotsgpt,1
astaltgeneral,1
ureumcreatinine,1
egfrgeneral,1
sodiumgeneral,1
potassiumgeneral,1
chloridechanges,1
levelcardiac,2
nt,9
leukemia,1
inhibiting,1
vegfchanges,1
ferritinchanges,2
cxcrchanges,1
cdradiologic,1
xrayct,2
clearancenumber,2
premorbid,5
hydrochloroquine,2
selection,4
upamostat,2
bpart,1
firstpart,1
pcrnegative,2
studypart,2
diseaserelated,5
baselinepart,1
pneumoniapart,1
severitypart,1
hospitalizationpart,1
mortalitypart,1
complicationselfreported,1
hypoglycemiaability,1
supplies,2
careconcern,1
activitiesimpact,2
participantsimpact,1
stayaverage,2
necrotic,4
cholecystitiscorrelation,1
cholecystitisoutcome,1
cholecystitis,2
pandemicrisk,1
captured,2
amazon,1
alexa,1
virustrajectory,1
enzalutamidedisease,1
progressiontollerability,1
enzalutamide,1
pocus,2
lungspocus,1
cairo,1
bleedingarterial,1
thromboembolismicu,1
intubationventilationpacked,1
transfusionsplatelet,1
transfusionsfresh,1
transfusionscryoprecipitate,1
transfusionsprothrombin,1
infectionfunctional,1
infectionserum,5
infectionplatelet,1
infectionkinetic,1
saturationoxygen,3
inspirationgroundglass,1
opacitypneumonia,1
infiltrationlactate,1
dehydrogenasecreactive,2
proteinddimerferritine,1
imputed,2
spofiochange,7
spofioproportion,1
escalated,1
needsaverage,1
hospitalizedaverage,1
hospiceproportion,1
dyingidentification,1
vitals,1
temperatureidentification,1
rateidentification,2
pressureidentification,1
imagingidentification,1
countidentification,2
hemoglobinidentification,1
creatinineidentification,1
proteinidentification,1
interleukinidentification,1
factoralphaidentification,1
ipthe,2
ipmortality,1
isolationnews,1
scoreclinic,1
hospitalizationsymptoms,1
developedrelativepeers,1
patientserious,1
illnessdays,1
minus,4
accidentsdeath,1
antigengmt,1
msd,1
prognosisadmission,1
icuinvasive,2
intubationneed,2
ecmohemodynamic,1
stayacute,2
ardsmyocardial,1
injurystsegment,1
infarctioninhospital,1
useeqd,1
oxygenationsofa,1
ethical,1
controlled,5
disrupts,1
ryan,1
icucoinfectionsrespiratory,1
scoresaps,1
scoredisseminated,1
vasopressive,1
aminesoccurrence,1
eranumber,1
trackedshort,1
hadsimpact,1
iesrposttraumatic,1
dsm,14
pslmodified,1
parametersviral,1
patienttime,2
mortalityside,2
aumlsafety,1
ir,1
iraes,1
sis,1
vaccinationassessment,1
aumlassessment,1
producing,5
progressionpercentage,1
fevernumber,4
reasonsevere,1
outcomecumulative,1
eventshospital,2
supplementationscore,1
eot,3
prolongation,3
eotcumulative,1
ecmocumulative,1
supportsarscov,1
eotchange,1
thresholdct,1
triazavirin,1
dieto,1
treatmentto,1
placebotriazavirin,1
aesisoccurrence,2
readingsoccurrence,1
aescmaxclasttmaxtlastaucdaucinfauclastaucexptvzvsscloccurrence,1
reactionsshift,1
signshift,1
examinationshift,1
hematologyshift,1
chemistrydose,1
dltabsolute,1
alcrtpcr,1
mewsordinal,1
visitthe,3
illnessimmune,1
tmt,1
digit,5
span,3
fssicu,1
frt,1
distances,1
inventoryii,5
bdiii,2
bai,2
baselineday,2
severepercentage,1
spomean,2
paofiomechanical,1
baselineimprovement,1
periodtime,1
attain,2
latinx,1
engagementcovid,1
behaviorscovid,1
attitudesattitudes,1
improvemento,1
selfbreathingrespiratory,1
movements,1
selfbreathingbody,1
uselymphocyte,1
counttime,3
selfbreathingthe,1
levelthe,9
necrozis,1
complexes,1
leveligg,1
subtypessurvival,1
pandemics,3
yearthe,5
eventsnational,1
scaletemperaturedeathmechanical,1
ventilationvasopressor,1
supportoxygen,1
therapycessation,1
sheddingchange,2
saturationfraction,1
scbnumber,2
arsnumber,5
moderatetosevere,2
scb,12
placebonumber,8
placeboburden,1
placebogeometric,3
nabgeometric,3
nabnumber,3
competing,4
receptorgeometric,2
receptornumber,1
antibodynumber,1
trimertag,2
symptomsconfirmed,1
ageconfirmed,1
loadother,1
